# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# https://github.com/zispace/data-hanja
# https://hanja.dict.naver.com/#/category/name
#
# hanja	unicode	pua	consonant	hangul

空	U+7A7A	0	ㄱ	공
箜	U+7B9C	0	ㄱ	공
羾	U+7FBE	0	ㄱ	공
蚣	U+86A3	0	ㄱ	공
蛩	U+86E9	0	ㄱ	공
蛬	U+86EC	0	ㄱ	공
貢	U+8CA2	0	ㄱ	공
贛	U+8D1B	0	ㄱ	공
跫	U+8DEB	0	ㄱ	공
釭	U+91ED	0	ㄱ	공
鞏	U+978F	0	ㄱ	공
龔	U+9F94	0	ㄱ	공
串	U+4E32	0	ㄱ	곶
侉	U+4F89	0	ㄱ	과
堝	U+581D	0	ㄱ	과
夥	U+5925	0	ㄱ	과
夸	U+5938	0	ㄱ	과
姱	U+59F1	0	ㄱ	과
寡	U+5BE1	0	ㄱ	과
戈	U+6208	0	ㄱ	과
撾	U+64BE	0	ㄱ	과
敤	U+6564	0	ㄱ	과
果	U+679C	0	ㄱ	과
猓	U+7313	0	ㄱ	과
瓜	U+74DC	0	ㄱ	과
科	U+79D1	0	ㄱ	과
稞	U+7A1E	0	ㄱ	과
窠	U+7AA0	0	ㄱ	과
菓	U+83D3	0	ㄱ	과
蝌	U+874C	0	ㄱ	과
裹	U+88F9	0	ㄱ	과
誇	U+8A87	0	ㄱ	과
課	U+8AB2	0	ㄱ	과
跨	U+8DE8	0	ㄱ	과
踝	U+8E1D	0	ㄱ	과
過	U+904E	0	ㄱ	과
銙	U+9299	0	ㄱ	과
鍋	U+934B	0	ㄱ	과
顆	U+9846	0	ㄱ	과
騍	U+9A0D	0	ㄱ	과
廓	U+5ED3	0	ㄱ	곽
椁	U+6901	0	ㄱ	곽
槨	U+69E8	0	ㄱ	곽
癨	U+7668	0	ㄱ	곽
藿	U+85FF	0	ㄱ	곽
郭	U+90ED	0	ㄱ	곽
钁	U+9481	0	ㄱ	곽
霍	U+970D	0	ㄱ	곽
鞹	U+97B9	0	ㄱ	곽
丱	U+4E31	0	ㄱ	관
串	U+4E32	0	ㄱ	관
倌	U+500C	0	ㄱ	관
冠	U+51A0	0	ㄱ	관
官	U+5B98	0	ㄱ	관
寛	U+5BDB	0	ㄱ	관
寬	U+5BEC	0	ㄱ	관
慣	U+6163	0	ㄱ	관
梡	U+68A1	0	ㄱ	관
棺	U+68FA	0	ㄱ	관
款	U+6B3E	0	ㄱ	관
涫	U+6DAB	0	ㄱ	관
灌	U+704C	0	ㄱ	관
爟	U+721F	0	ㄱ	관
琯	U+742F	0	ㄱ	관
瓘	U+74D8	0	ㄱ	관
盥	U+76E5	0	ㄱ	관
祼	U+797C	0	ㄱ	관
窾	U+7ABE	0	ㄱ	관
筦	U+7B66	0	ㄱ	관
管	U+7BA1	0	ㄱ	관
綰	U+7DB0	0	ㄱ	관
罐	U+7F50	0	ㄱ	관
舘	U+8218	0	ㄱ	관
菅	U+83C5	0	ㄱ	관
觀	U+89C0	0	ㄱ	관
貫	U+8CAB	0	ㄱ	관
輨	U+8F28	0	ㄱ	관
錧	U+9327	0	ㄱ	관
鑵	U+9475	0	ㄱ	관
關	U+95DC	0	ㄱ	관
雚	U+96DA	0	ㄱ	관
顴	U+9874	0	ㄱ	관
髖	U+9AD6	0	ㄱ	관
鱹	U+9C79	0	ㄱ	관
鸛	U+9E1B	0	ㄱ	관
館	U+FA2C	0	ㄱ	관
佸	U+4F78	0	ㄱ	괄
刮	U+522E	0	ㄱ	괄
恝	U+605D	0	ㄱ	괄
括	U+62EC	0	ㄱ	괄
栝	U+681D	0	ㄱ	괄
筈	U+7B48	0	ㄱ	괄
聒	U+8052	0	ㄱ	괄
适	U+9002	0	ㄱ	괄
髺	U+9AFA	0	ㄱ	괄
鴰	U+9D30	0	ㄱ	괄
侊	U+4F8A	0	ㄱ	광
僙	U+50D9	0	ㄱ	광
光	U+5149	0	ㄱ	광
匡	U+5321	0	ㄱ	광
垙	U+5799	0	ㄱ	광
壙	U+58D9	0	ㄱ	광
姯	U+59EF	0	ㄱ	광
広	U+5E83	0	ㄱ	광
廣	U+5EE3	0	ㄱ	광
恇	U+6047	0	ㄱ	광
懬	U+61EC	0	ㄱ	광
撗	U+6497	0	ㄱ	광
曠	U+66E0	0	ㄱ	광
桄	U+6844	0	ㄱ	광
框	U+6846	0	ㄱ	광
洭	U+6D2D	0	ㄱ	광
洸	U+6D38	0	ㄱ	광
炚	U+709A	0	ㄱ	광
炛	U+709B	0	ㄱ	광
爌	U+720C	0	ㄱ	광
狂	U+72C2	0	ㄱ	광
獷	U+7377	0	ㄱ	광
珖	U+73D6	0	ㄱ	광
硄	U+7844	0	ㄱ	광
磺	U+78FA	0	ㄱ	광
礦	U+7926	0	ㄱ	광
筐	U+7B50	0	ㄱ	광
絖	U+7D56	0	ㄱ	광
纊	U+7E8A	0	ㄱ	광
胱	U+80F1	0	ㄱ	광
茪	U+832A	0	ㄱ	광
誆	U+8A86	0	ㄱ	광
誑	U+8A91	0	ㄱ	광
銧	U+92A7	0	ㄱ	광
鑛	U+945B	0	ㄱ	광
卦	U+5366	0	ㄱ	괘
咼	U+54BC	0	ㄱ	괘
挂	U+6302	0	ㄱ	괘
掛	U+639B	0	ㄱ	괘
絓	U+7D53	0	ㄱ	괘
罣	U+7F63	0	ㄱ	괘
罫	U+7F6B	0	ㄱ	괘
詿	U+8A7F	0	ㄱ	괘
乖	U+4E56	0	ㄱ	괴
傀	U+5080	0	ㄱ	괴
塊	U+584A	0	ㄱ	괴
壞	U+58DE	0	ㄱ	괴
媿	U+5ABF	0	ㄱ	괴
廥	U+5EE5	0	ㄱ	괴
怪	U+602A	0	ㄱ	괴
愧	U+6127	0	ㄱ	괴
拐	U+62D0	0	ㄱ	괴
槐	U+69D0	0	ㄱ	괴
瑰	U+7470	0	ㄱ	괴
璝	U+749D	0	ㄱ	괴
蒯	U+84AF	0	ㄱ	괴
襘	U+8958	0	ㄱ	괴
魁	U+9B41	0	ㄱ	괴
馘	U+9998	0	ㄱ	괵
咣	U+54A3	0	ㄱ	굉
宏	U+5B8F	0	ㄱ	굉
浤	U+6D64	0	ㄱ	굉
紘	U+7D18	0	ㄱ	굉
肱	U+80B1	0	ㄱ	굉
觥	U+89E5	0	ㄱ	굉
訇	U+8A07	0	ㄱ	굉
轟	U+8F5F	0	ㄱ	굉
鍠	U+9360	0	ㄱ	굉
閎	U+958E	0	ㄱ	굉
交	U+4EA4	0	ㄱ	교
佼	U+4F7C	0	ㄱ	교
僑	U+50D1	0	ㄱ	교
咬	U+54AC	0	ㄱ	교
喬	U+55AC	0	ㄱ	교
嘄	U+5604	0	ㄱ	교
嘐	U+5610	0	ㄱ	교
噭	U+566D	0	ㄱ	교
嚙	U+5699	0	ㄱ	교
姣	U+59E3	0	ㄱ	교
嬌	U+5B0C	0	ㄱ	교
嬓	U+5B13	0	ㄱ	교
嵺	U+5D7A	0	ㄱ	교
嶠	U+5DA0	0	ㄱ	교
巧	U+5DE7	0	ㄱ	교
恔	U+6054	0	ㄱ	교
憍	U+618D	0	ㄱ	교
撟	U+649F	0	ㄱ	교
攪	U+652A	0	ㄱ	교
敎	U+654E	0	ㄱ	교
教	U+6559	0	ㄱ	교
晈	U+6648	0	ㄱ	교
暞	U+669E	0	ㄱ	교
曒	U+66D2	0	ㄱ	교
校	U+6821	0	ㄱ	교
榷	U+69B7	0	ㄱ	교
橋	U+6A4B	0	ㄱ	교
燆	U+71C6	0	ㄱ	교
狡	U+72E1	0	ㄱ	교
珓	U+73D3	0	ㄱ	교
皎	U+768E	0	ㄱ	교
皦	U+76A6	0	ㄱ	교
矯	U+77EF	0	ㄱ	교
磽	U+78FD	0	ㄱ	교
穚	U+7A5A	0	ㄱ	교
窖	U+7A96	0	ㄱ	교
絞	U+7D5E	0	ㄱ	교
翹	U+7FF9	0	ㄱ	교
膠	U+81A0	0	ㄱ	교
蕎	U+854E	0	ㄱ	교
蛟	U+86DF	0	ㄱ	교
趫	U+8DAB	0	ㄱ	교
蹻	U+8E7B	0	ㄱ	교
較	U+8F03	0	ㄱ	교
轎	U+8F4E	0	ㄱ	교
郊	U+90CA	0	ㄱ	교
鄗	U+9117	0	ㄱ	교
鄡	U+9121	0	ㄱ	교
鉸	U+9278	0	ㄱ	교
餃	U+9903	0	ㄱ	교
驕	U+9A55	0	ㄱ	교
骹	U+9AB9	0	ㄱ	교
鮫	U+9BAB	0	ㄱ	교
鵁	U+9D41	0	ㄱ	교
齩	U+9F69	0	ㄱ	교
㚱	U+36B1	0	ㄱ	구
㩴	U+3A74	0	ㄱ	구
䜪	U+472A	0	ㄱ	구
丘	U+4E18	0	ㄱ	구
久	U+4E45	0	ㄱ	구
九	U+4E5D	0	ㄱ	구
仇	U+4EC7	0	ㄱ	구
佉	U+4F49	0	ㄱ	구
佝	U+4F5D	0	ㄱ	구
俅	U+4FC5	0	ㄱ	구
俱	U+4FF1	0	ㄱ	구
傴	U+50B4	0	ㄱ	구
具	U+5177	0	ㄱ	구
冓	U+5193	0	ㄱ	구
劬	U+52AC	0	ㄱ	구
勼	U+52FC	0	ㄱ	구
勾	U+52FE	0	ㄱ	구
匶	U+5336	0	ㄱ	구
區	U+5340	0	ㄱ	구
厹	U+53B9	0	ㄱ	구
口	U+53E3	0	ㄱ	구
句	U+53E5	0	ㄱ	구
叴	U+53F4	0	ㄱ	구
咎	U+548E	0	ㄱ	구
嘔	U+5614	0	ㄱ	구
坵	U+5775	0	ㄱ	구
坸	U+5778	0	ㄱ	구
垢	U+57A2	0	ㄱ	구
夠	U+5920	0	ㄱ	구
姤	U+59E4	0	ㄱ	구
媾	U+5ABE	0	ㄱ	구
嫗	U+5AD7	0	ㄱ	구
寇	U+5BC7	0	ㄱ	구
屨	U+5C68	0	ㄱ	구
岣	U+5CA3	0	ㄱ	구
嶇	U+5D87	0	ㄱ	구
廏	U+5ECF	0	ㄱ	구
廐	U+5ED0	0	ㄱ	구
彀	U+5F40	0	ㄱ	구
懼	U+61FC	0	ㄱ	구
戵	U+6235	0	ㄱ	구
扣	U+6263	0	ㄱ	구
拘	U+62D8	0	ㄱ	구
捄	U+6344	0	ㄱ	구
搆	U+6406	0	ㄱ	구
摳	U+6473	0	ㄱ	구
救	U+6551	0	ㄱ	구
昫	U+662B	0	ㄱ	구
朹	U+6739	0	ㄱ	구
枸	U+67B8	0	ㄱ	구
柩	U+67E9	0	ㄱ	구
梂	U+6882	0	ㄱ	구
椇	U+6907	0	ㄱ	구
榘	U+6998	0	ㄱ	구
構	U+69CB	0	ㄱ	구
歐	U+6B50	0	ㄱ	구
毬	U+6BEC	0	ㄱ	구
求	U+6C42	0	ㄱ	구
溝	U+6E9D	0	ㄱ	구
漚	U+6F1A	0	ㄱ	구
灈	U+7048	0	ㄱ	구
灸	U+7078	0	ㄱ	구
煹	U+7179	0	ㄱ	구
狗	U+72D7	0	ㄱ	구
玖	U+7396	0	ㄱ	구
玽	U+73BD	0	ㄱ	구
球	U+7403	0	ㄱ	구
璆	U+7486	0	ㄱ	구
甌	U+750C	0	ㄱ	구
疚	U+759A	0	ㄱ	구
痀	U+75C0	0	ㄱ	구
癯	U+766F	0	ㄱ	구
瞿	U+77BF	0	ㄱ	구
矩	U+77E9	0	ㄱ	구
究	U+7A76	0	ㄱ	구
窶	U+7AB6	0	ㄱ	구
竘	U+7AD8	0	ㄱ	구
篝	U+7BDD	0	ㄱ	구
糗	U+7CD7	0	ㄱ	구
絿	U+7D7F	0	ㄱ	구
耇	U+8007	0	ㄱ	구
耈	U+8008	0	ㄱ	구
耉	U+8009	0	ㄱ	구
胊	U+80CA	0	ㄱ	구
臼	U+81FC	0	ㄱ	구
舅	U+8205	0	ㄱ	구
舊	U+820A	0	ㄱ	구
苟	U+82DF	0	ㄱ	구
蒟	U+849F	0	ㄱ	구
蚯	U+86AF	0	ㄱ	구
衢	U+8862	0	ㄱ	구
裘	U+88D8	0	ㄱ	구
覯	U+89AF	0	ㄱ	구
詬	U+8A6C	0	ㄱ	구
購	U+8CFC	0	ㄱ	구
軀	U+8EC0	0	ㄱ	구
逑	U+9011	0	ㄱ	구
遘	U+9058	0	ㄱ	구
邱	U+90B1	0	ㄱ	구
釦	U+91E6	0	ㄱ	구
鉤	U+9264	0	ㄱ	구
銶	U+92B6	0	ㄱ	구
韝	U+97DD	0	ㄱ	구
韭	U+97ED	0	ㄱ	구
颶	U+98B6	0	ㄱ	구
駒	U+99D2	0	ㄱ	구
驅	U+9A45	0	ㄱ	구
鬮	U+9B2E	0	ㄱ	구
鳩	U+9CE9	0	ㄱ	구
鷇	U+9DC7	0	ㄱ	구
鷗	U+9DD7	0	ㄱ	구
鸜	U+9E1C	0	ㄱ	구
龜	U+9F9C	0	ㄱ	구
龜	U+F907	0	ㄱ	구
匊	U+530A	0	ㄱ	국
国	U+56FD	0	ㄱ	국
國	U+570B	0	ㄱ	국
局	U+5C40	0	ㄱ	국
挶	U+6336	0	ㄱ	국
掬	U+63AC	0	ㄱ	국
梮	U+68AE	0	ㄱ	국
椈	U+6908	0	ㄱ	국
淗	U+6DD7	0	ㄱ	국
菊	U+83CA	0	ㄱ	국
趜	U+8D9C	0	ㄱ	국
跼	U+8DFC	0	ㄱ	국
輂	U+8F02	0	ㄱ	국
鋦	U+92E6	0	ㄱ	국
陱	U+9671	0	ㄱ	국
鞠	U+97A0	0	ㄱ	국
鞫	U+97AB	0	ㄱ	국
麯	U+9EAF	0	ㄱ	국
麴	U+9EB4	0	ㄱ	국
𥮗	U+25B97	0	ㄱ	국
菊	U+2F9A1	0	ㄱ	국
君	U+541B	0	ㄱ	군
宭	U+5BAD	0	ㄱ	군
捃	U+6343	0	ㄱ	군
攈	U+6508	0	ㄱ	군
桾	U+687E	0	ㄱ	군
涒	U+6D92	0	ㄱ	군
珺	U+73FA	0	ㄱ	군
皸	U+76B8	0	ㄱ	군
窘	U+7A98	0	ㄱ	군
群	U+7FA4	0	ㄱ	군
裙	U+88D9	0	ㄱ	군
軍	U+8ECD	0	ㄱ	군
郡	U+90E1	0	ㄱ	군
倔	U+5014	0	ㄱ	굴
堀	U+5800	0	ㄱ	굴
屈	U+5C48	0	ㄱ	굴
崛	U+5D1B	0	ㄱ	굴
掘	U+6398	0	ㄱ	굴
泏	U+6CCF	0	ㄱ	굴
淈	U+6DC8	0	ㄱ	굴
窟	U+7A9F	0	ㄱ	굴
詘	U+8A58	0	ㄱ	굴
宮	U+5BAE	0	ㄱ	궁
弓	U+5F13	0	ㄱ	궁
穹	U+7A79	0	ㄱ	궁
窮	U+7AAE	0	ㄱ	궁
芎	U+828E	0	ㄱ	궁
躬	U+8EAC	0	ㄱ	궁
躳	U+8EB3	0	ㄱ	궁
倦	U+5026	0	ㄱ	권
券	U+5238	0	ㄱ	권
劵	U+52B5	0	ㄱ	권
勌	U+52CC	0	ㄱ	권
勸	U+52F8	0	ㄱ	권
卷	U+5377	0	ㄱ	권
圈	U+5708	0	ㄱ	권
婘	U+5A58	0	ㄱ	권
惓	U+60D3	0	ㄱ	권
拳	U+62F3	0	ㄱ	권
捲	U+6372	0	ㄱ	권
棬	U+68EC	0	ㄱ	권
権	U+6A29	0	ㄱ	권
權	U+6B0A	0	ㄱ	권
淃	U+6DC3	0	ㄱ	권
眷	U+7737	0	ㄱ	권
睠	U+7760	0	ㄱ	권
綣	U+7DA3	0	ㄱ	권
蜷	U+8737	0	ㄱ	권
錈	U+9308	0	ㄱ	권
厥	U+53A5	0	ㄱ	궐
獗	U+7357	0	ㄱ	궐
蕨	U+8568	0	ㄱ	궐
蹶	U+8E76	0	ㄱ	궐
闕	U+95D5	0	ㄱ	궐
佹	U+4F79	0	ㄱ	궤
几	U+51E0	0	ㄱ	궤
劂	U+5282	0	ㄱ	궤
匱	U+5331	0	ㄱ	궤
憒	U+6192	0	ㄱ	궤
撅	U+6485	0	ㄱ	궤
攱	U+6531	0	ㄱ	궤
机	U+673A	0	ㄱ	궤
樻	U+6A3B	0	ㄱ	궤
櫃	U+6AC3	0	ㄱ	궤
氿	U+6C3F	0	ㄱ	궤
潰	U+6F70	0	ㄱ	궤
簋	U+7C0B	0	ㄱ	궤
繢	U+7E62	0	ㄱ	궤
詭	U+8A6D	0	ㄱ	궤
跪	U+8DEA	0	ㄱ	궤
軌	U+8ECC	0	ㄱ	궤
鐀	U+9400	0	ㄱ	궤
闠	U+95E0	0	ㄱ	궤
餽	U+993D	0	ㄱ	궤
饋	U+994B	0	ㄱ	궤
麂	U+9E82	0	ㄱ	궤
䤥	U+4925	0	ㄱ	귀
句	U+53E5	0	ㄱ	귀
撌	U+648C	0	ㄱ	귀
晷	U+6677	0	ㄱ	귀
歸	U+6B78	0	ㄱ	귀
貴	U+8CB4	0	ㄱ	귀
鬼	U+9B3C	0	ㄱ	귀
龜	U+9F9C	0	ㄱ	귀
龜	U+F907	0	ㄱ	귀
䲅	U+4C85	0	ㄱ	규
刲	U+5232	0	ㄱ	규
叫	U+53EB	0	ㄱ	규
圭	U+572D	0	ㄱ	규
奎	U+594E	0	ㄱ	규
嫢	U+5AE2	0	ㄱ	규
嬀	U+5B00	0	ㄱ	규
巋	U+5DCB	0	ㄱ	규
揆	U+63C6	0	ㄱ	규
暌	U+668C	0	ㄱ	규
楏	U+694F	0	ㄱ	규
楑	U+6951	0	ㄱ	규
槻	U+69FB	0	ㄱ	규
樛	U+6A1B	0	ㄱ	규
湀	U+6E40	0	ㄱ	규
潙	U+6F59	0	ㄱ	규
煃	U+7143	0	ㄱ	규
珪	U+73EA	0	ㄱ	규
睽	U+777D	0	ㄱ	규
硅	U+7845	0	ㄱ	규
窺	U+7ABA	0	ㄱ	규
竅	U+7AC5	0	ㄱ	규
糺	U+7CFA	0	ㄱ	규
糾	U+7CFE	0	ㄱ	규
茥	U+8325	0	ㄱ	규
葵	U+8475	0	ㄱ	규
虯	U+866F	0	ㄱ	규
規	U+898F	0	ㄱ	규
赳	U+8D73	0	ㄱ	규
跬	U+8DEC	0	ㄱ	규
逵	U+9035	0	ㄱ	규
邽	U+90BD	0	ㄱ	규
鄈	U+9108	0	ㄱ	규
閨	U+95A8	0	ㄱ	규
闚	U+95DA	0	ㄱ	규
頍	U+980D	0	ㄱ	규
馗	U+9997	0	ㄱ	규
騤	U+9A24	0	ㄱ	규
勻	U+52FB	0	ㄱ	균
匀	U+5300	0	ㄱ	균
囷	U+56F7	0	ㄱ	균
均	U+5747	0	ㄱ	균
畇	U+7547	0	ㄱ	균
筠	U+7B60	0	ㄱ	균
菌	U+83CC	0	ㄱ	균
袀	U+8880	0	ㄱ	균
覠	U+89A0	0	ㄱ	균
鈞	U+921E	0	ㄱ	균
麏	U+9E8F	0	ㄱ	균
龜	U+9F9C	0	ㄱ	균
龜	U+F907	0	ㄱ	균
菌	U+2F9A2	0	ㄱ	균
橘	U+6A58	0	ㄱ	귤
㭲	U+3B72	0	ㄱ	극
亟	U+4E9F	0	ㄱ	극
克	U+514B	0	ㄱ	극
剋	U+524B	0	ㄱ	극
劇	U+5287	0	ㄱ	극
尅	U+5C05	0	ㄱ	극
屐	U+5C50	0	ㄱ	극
戟	U+621F	0	ㄱ	극
棘	U+68D8	0	ㄱ	극
極	U+6975	0	ㄱ	극
郄	U+90C4	0	ㄱ	극
隙	U+9699	0	ㄱ	극
伒	U+4F12	0	ㄱ	근
僅	U+50C5	0	ㄱ	근
劤	U+52A4	0	ㄱ	근
勤	U+52E4	0	ㄱ	근
堇	U+5807	0	ㄱ	근
墐	U+5890	0	ㄱ	근
嫤	U+5AE4	0	ㄱ	근
巹	U+5DF9	0	ㄱ	근
廑	U+5ED1	0	ㄱ	근
慬	U+616C	0	ㄱ	근
懃	U+61C3	0	ㄱ	근
斤	U+65A4	0	ㄱ	근
根	U+6839	0	ㄱ	근
槿	U+69FF	0	ㄱ	근
漌	U+6F0C	0	ㄱ	근
瑾	U+747E	0	ㄱ	근
筋	U+7B4B	0	ㄱ	근
芹	U+82B9	0	ㄱ	근
菫	U+83EB	0	ㄱ	근
覲	U+89B2	0	ㄱ	근
觔	U+89D4	0	ㄱ	근
謹	U+8B39	0	ㄱ	근
跟	U+8DDF	0	ㄱ	근
近	U+8FD1	0	ㄱ	근
釿	U+91FF	0	ㄱ	근
靳	U+9773	0	ㄱ	근
饉	U+9949	0	ㄱ	근
㔕	U+3515	0	ㄱ	글
契	U+5951	0	ㄱ	글
今	U+4ECA	0	ㄱ	금
仱	U+4EF1	0	ㄱ	금
唫	U+552B	0	ㄱ	금
噤	U+5664	0	ㄱ	금
妗	U+5997	0	ㄱ	금
嶔	U+5D94	0	ㄱ	금
庈	U+5E88	0	ㄱ	금
惍	U+60CD	0	ㄱ	금
擒	U+64D2	0	ㄱ	금
昑	U+6611	0	ㄱ	금
檎	U+6A8E	0	ㄱ	금
琴	U+7434	0	ㄱ	금
禁	U+7981	0	ㄱ	금
禽	U+79BD	0	ㄱ	금
笒	U+7B12	0	ㄱ	금
耹	U+8039	0	ㄱ	금
肣	U+80A3	0	ㄱ	금
芩	U+82A9	0	ㄱ	금
衾	U+887E	0	ㄱ	금
衿	U+887F	0	ㄱ	금
襟	U+895F	0	ㄱ	금
錦	U+9326	0	ㄱ	금
黅	U+9EC5	0	ㄱ	금
金	U+F90A	0	ㄱ	금
㭲	U+3B72	0	ㄱ	급
伋	U+4F0B	0	ㄱ	급
及	U+53CA	0	ㄱ	급
圾	U+573E	0	ㄱ	급
岌	U+5C8C	0	ㄱ	급
急	U+6025	0	ㄱ	급
扱	U+6271	0	ㄱ	급
汲	U+6C72	0	ㄱ	급
皀	U+7680	0	ㄱ	급
礏	U+790F	0	ㄱ	급
笈	U+7B08	0	ㄱ	급
級	U+7D1A	0	ㄱ	급
給	U+7D66	0	ㄱ	급
芨	U+82A8	0	ㄱ	급
亘	U+4E98	0	ㄱ	긍
亙	U+4E99	0	ㄱ	긍
仱	U+4EF1	0	ㄱ	긍
兢	U+5162	0	ㄱ	긍
殑	U+6B91	0	ㄱ	긍
矜	U+77DC	0	ㄱ	긍
肯	U+80AF	0	ㄱ	긍
㠌	U+380C	0	ㄱ	기
㠱	U+3831	0	ㄱ	기
㼄	U+3F04	0	ㄱ	기
丌	U+4E0C	0	ㄱ	기
企	U+4F01	0	ㄱ	기
伎	U+4F0E	0	ㄱ	기
倛	U+501B	0	ㄱ	기
僛	U+50DB	0	ㄱ	기
其	U+5176	0	ㄱ	기
冀	U+5180	0	ㄱ	기
剘	U+5258	0	ㄱ	기
剞	U+525E	0	ㄱ	기
嗜	U+55DC	0	ㄱ	기
器	U+5668	0	ㄱ	기
圻	U+573B	0	ㄱ	기
基	U+57FA	0	ㄱ	기
埼	U+57FC	0	ㄱ	기
墍	U+588D	0	ㄱ	기
夔	U+5914	0	ㄱ	기
奇	U+5947	0	ㄱ	기
妓	U+5993	0	ㄱ	기
婍	U+5A4D	0	ㄱ	기
寄	U+5BC4	0	ㄱ	기
屺	U+5C7A	0	ㄱ	기
岐	U+5C90	0	ㄱ	기
崎	U+5D0E	0	ㄱ	기
己	U+5DF1	0	ㄱ	기
幾	U+5E7E	0	ㄱ	기
庋	U+5E8B	0	ㄱ	기
弃	U+5F03	0	ㄱ	기
忌	U+5FCC	0	ㄱ	기
忮	U+5FEE	0	ㄱ	기
忯	U+5FEF	0	ㄱ	기
愭	U+612D	0	ㄱ	기
技	U+6280	0	ㄱ	기
掎	U+638E	0	ㄱ	기
掑	U+6391	0	ㄱ	기
攱	U+6531	0	ㄱ	기
攲	U+6532	0	ㄱ	기
旂	U+65C2	0	ㄱ	기
旗	U+65D7	0	ㄱ	기
旣	U+65E3	0	ㄱ	기
暣	U+66A3	0	ㄱ	기
曁	U+66C1	0	ㄱ	기
朞	U+671E	0	ㄱ	기
期	U+671F	0	ㄱ	기
杞	U+675E	0	ㄱ	기
棄	U+68C4	0	ㄱ	기
棊	U+68CA	0	ㄱ	기
棋	U+68CB	0	ㄱ	기
榿	U+69BF	0	ㄱ	기
機	U+6A5F	0	ㄱ	기
欺	U+6B3A	0	ㄱ	기
歧	U+6B67	0	ㄱ	기
气	U+6C14	0	ㄱ	기
氣	U+6C23	0	ㄱ	기
汽	U+6C7D	0	ㄱ	기
沂	U+6C82	0	ㄱ	기
淇	U+6DC7	0	ㄱ	기
炁	U+7081	0	ㄱ	기
猉	U+7309	0	ㄱ	기
玘	U+7398	0	ㄱ	기
琦	U+7426	0	ㄱ	기
琪	U+742A	0	ㄱ	기
璂	U+7482	0	ㄱ	기
璣	U+74A3	0	ㄱ	기
畸	U+7578	0	ㄱ	기
畿	U+757F	0	ㄱ	기
碁	U+7881	0	ㄱ	기
磯	U+78EF	0	ㄱ	기
祁	U+7941	0	ㄱ	기
祇	U+7947	0	ㄱ	기
祈	U+7948	0	ㄱ	기
祺	U+797A	0	ㄱ	기
禥	U+79A5	0	ㄱ	기
禨	U+79A8	0	ㄱ	기
稘	U+7A18	0	ㄱ	기
箕	U+7B95	0	ㄱ	기
簊	U+7C0A	0	ㄱ	기
紀	U+7D00	0	ㄱ	기
綥	U+7DA5	0	ㄱ	기
綦	U+7DA6	0	ㄱ	기
綺	U+7DBA	0	ㄱ	기
羇	U+7F87	0	ㄱ	기
羈	U+7F88	0	ㄱ	기
耆	U+8006	0	ㄱ	기
耭	U+802D	0	ㄱ	기
肌	U+808C	0	ㄱ	기
肵	U+80B5	0	ㄱ	기
芪	U+82AA	0	ㄱ	기
芰	U+82B0	0	ㄱ	기
萁	U+8401	0	ㄱ	기
蘄	U+8604	0	ㄱ	기
蜝	U+871D	0	ㄱ	기
蟣	U+87E3	0	ㄱ	기
覬	U+89AC	0	ㄱ	기
記	U+8A18	0	ㄱ	기
諆	U+8AC6	0	ㄱ	기
譏	U+8B4F	0	ㄱ	기
豈	U+8C48	0	ㄱ	기
起	U+8D77	0	ㄱ	기
跂	U+8DC2	0	ㄱ	기
錡	U+9321	0	ㄱ	기
錤	U+9324	0	ㄱ	기
隑	U+9691	0	ㄱ	기
頎	U+980E	0	ㄱ	기
飢	U+98E2	0	ㄱ	기
饑	U+9951	0	ㄱ	기
騎	U+9A0E	0	ㄱ	기
驥	U+9A65	0	ㄱ	기
鬐	U+9B10	0	ㄱ	기
鰭	U+9C2D	0	ㄱ	기
麒	U+9E92	0	ㄱ	기
祈	U+FA4E	0	ㄱ	기
𧅄	U+27144	0	ㄱ	기
緊	U+7DCA	0	ㄱ	긴
佶	U+4F76	0	ㄱ	길
吉	U+5409	0	ㄱ	길
咭	U+54AD	0	ㄱ	길
姞	U+59DE	0	ㄱ	길
拮	U+62EE	0	ㄱ	길
桔	U+6854	0	ㄱ	길
蛣	U+86E3	0	ㄱ	길
趌	U+8D8C	0	ㄱ	길
金	U+F90A	0	ㄱ	김
喫	U+55AB	0	ㄱ	끽
䊨	U+42A8	0	ㄴ	나
䏧	U+43E7	0	ㄴ	나
䛔	U+46D4	0	ㄴ	나
倮	U+502E	0	ㄴ	나
儸	U+5138	0	ㄴ	나
儺	U+513A	0	ㄴ	나
剌	U+524C	0	ㄴ	나
哪	U+54EA	0	ㄴ	나
喇	U+5587	0	ㄴ	나
囉	U+56C9	0	ㄴ	나
奈	U+5948	0	ㄴ	나
娜	U+5A1C	0	ㄴ	나
懦	U+61E6	0	ㄴ	나
懶	U+61F6	0	ㄴ	나
拏	U+62CF	0	ㄴ	나
拏	U+62CF	0	ㄴ	나
拿	U+62FF	0	ㄴ	나
挐	U+6310	0	ㄴ	나
挪	U+632A	0	ㄴ	나
摞	U+645E	0	ㄴ	나
曪	U+66EA	0	ㄴ	나
柰	U+67F0	0	ㄴ	나
梛	U+689B	0	ㄴ	나
橠	U+6A60	0	ㄴ	나
欏	U+6B0F	0	ㄴ	나
