# 《通用规范汉字表》（2013年） 
# https://github.com/cdtym/digital-table-of-general-standard-chinese-characters
#
# 原表8105字
# 附表一繁体字列2648字（传承字）
# 附表一异体字列1023字
# 全表共计11776=8105+2648+1023字
# 其中133字分别出现2次，去重后共11643字。
# 繁简关系：无繁体组5552、一一对应组2445、复杂对应组108（其有96组一个规范字对应多个繁体字（或传承字））。
# 
# 缺少编码
# 其中有5个异体字字未进行unicode编码，分别是：
# 610_1_3	⿰韋刄 	
# 1360_0_1	⿰王冊 # 1360_0_1可认同到“珊”（参考港台字形，同码异形）
# 2424_0_2	⿰氵⿱⿻夕丶缶 # 2424_0_2疑似可以认同到“滛”U+6EDB，参考校编本《第一批异体字整理表》，顾雪枫 编著，苏州大学出版社
# 3317_0_2	⿰扌㕘	# 3317_0_2疑似可以认同到“撡”U+64A1，参考《语言文字规范标准 (教育部语言文字信息管理司组编)》 
# 4225_0_1	⿰口芉	# 4225_0_1疑似可以认同到“哶”U+54F6

# 序号	汉字	Unicode		
2416	渠	U+6E20
2417	渐	U+6E10
2417_1	漸	U+6F38
2418	淑	U+6DD1
2419	淌	U+6DCC
2420	混	U+6DF7
2421	淮	U+6DEE
2422	淆	U+6DC6
2422_0_1	殽	U+6BBD
2423	渊	U+6E0A
2423_1	淵	U+6DF5
2424	淫	U+6DEB
2424_0_1	婬	U+5A6C
2424_0_2	滛的旧字形	-
2425	渔	U+6E14
2425_1	漁	U+6F01
2426	淘	U+6DD8
2427	淳	U+6DF3
2427_0_1	湻	U+6E7B
2428	液	U+6DB2
2429	淤	U+6DE4
2430	淡	U+6DE1
2431	淀	U+6DC0
2431_0	淀	U+6DC0
2431_1	澱	U+6FB1
2432	深	U+6DF1
2432_0_1	㴱	U+3D31
2433	涮	U+6DAE
2434	涵	U+6DB5
2435	婆	U+5A46
2436	梁	U+6881
2436_0_1	樑	U+6A11
2437	渗	U+6E17
2437_1	滲	U+6EF2
2438	情	U+60C5
2439	惜	U+60DC
2440	惭	U+60ED
2440_1	慚	U+615A
2440_1_1	慙	U+6159
2441	悼	U+60BC
2442	惧	U+60E7
2442_1	懼	U+61FC
2443	惕	U+60D5
2444	惟	U+60DF
2445	惊	U+60CA
2445_1	驚	U+9A5A
2446	惦	U+60E6
2447	悴	U+60B4
2447_0_1	顇	U+9847
2448	惋	U+60CB
2449	惨	U+60E8
2449_1	慘	U+6158
2450	惯	U+60EF
2450_1	慣	U+6163
2451	寇	U+5BC7
2451_0_1	𭁵	U+2D075
2451_0_2	𡨥	U+21A25
2452	寅	U+5BC5
2453	寄	U+5BC4
2454	寂	U+5BC2
2455	宿	U+5BBF
2455_0_1	㝛	U+375B
2456	窒	U+7A92
2457	窑	U+7A91
2457_0_1	窰	U+7AB0
2457_0_2	窯	U+7AAF
2458	密	U+5BC6
2459	谋	U+8C0B
2459_1	謀	U+8B00
2460	谍	U+8C0D
2460_1	諜	U+8ADC
2461	谎	U+8C0E
2461_1	謊	U+8B0A
2462	谐	U+8C10
2462_1	諧	U+8AE7
2463	袱	U+88B1
2464	祷	U+7977
2464_1	禱	U+79B1
2465	祸	U+7978
2465_1	禍	U+798D
2465_1_1	旤	U+65E4
2466	谓	U+8C13
2466_1	謂	U+8B02
2467	谚	U+8C1A
2467_1	諺	U+8AFA
2468	谜	U+8C1C
2468_1	謎	U+8B0E
2469	逮	U+902E
2470	敢	U+6562
2471	尉	U+5C09
2472	屠	U+5C60
2473	弹	U+5F39
2473_1	彈	U+5F48
2474	隋	U+968B
2475	堕	U+5815
2475_1	墮	U+58AE
2476	随	U+968F
2476_1	隨	U+96A8
2477	蛋	U+86CB
2478	隅	U+9685
2479	隆	U+9686
2480	隐	U+9690
2480_1	隱	U+96B1
2481	婚	U+5A5A
2482	婶	U+5A76
2482_1	嬸	U+5B38
2483	婉	U+5A49
2484	颇	U+9887
2484_1	頗	U+9817
2485	颈	U+9888
2485_1	頸	U+9838
2486	绩	U+7EE9
2486_1	績	U+7E3E
2486_1_1	勣	U+52E3
2487	绪	U+7EEA
2487_1	緒	U+7DD2
2488	续	U+7EED
2488_1	續	U+7E8C
2489	骑	U+9A91
2489_1	騎	U+9A0E
2490	绰	U+7EF0
2490_1	綽	U+7DBD
2491	绳	U+7EF3
2491_1	繩	U+7E69
2492	维	U+7EF4
2492_1	維	U+7DAD
2493	绵	U+7EF5
2493_1	綿	U+7DBF
2493_1_1	緜	U+7DDC
2494	绷	U+7EF7
2494_1	綳	U+7DB3
2494_1_1	繃	U+7E43
2495	绸	U+7EF8
2495_1	綢	U+7DA2
2495_1_1	紬	U+7D2C
2496	综	U+7EFC
2496_1	綜	U+7D9C
2497	绽	U+7EFD
2497_1	綻	U+7DBB
2498	绿	U+7EFF
2498_1	緑	U+7DD1
2498_1_1	菉	U+83C9
2499	缀	U+7F00
2499_1	綴	U+7DB4
2500	巢	U+5DE2
2501	琴	U+7434
2501_0_1	琹	U+7439
2502	琳	U+7433
2503	琢	U+7422
2504	琼	U+743C
2504_1	瓊	U+74CA
2505	斑	U+6591
2506	替	U+66FF
2507	揍	U+63CD
2508	款	U+6B3E
2508_0_1	欵	U+6B35
2509	堪	U+582A
2510	塔	U+5854
2510_0_1	墖	U+5896
2511	搭	U+642D
2512	堰	U+5830
2513	揩	U+63E9
2514	越	U+8D8A
2515	趁	U+8D81
2515_0_1	趂	U+8D82
2516	趋	U+8D8B
2516_1	趨	U+8DA8
2517	超	U+8D85
2518	揽	U+63FD
2518_1	攬	U+652C
2519	堤	U+5824
2519_0_1	隄	U+9684
2520	提	U+63D0
2521	博	U+535A
2521_0_1	愽	U+613D
2522	揭	U+63ED
2523	喜	U+559C
2524	彭	U+5F6D
2525	揣	U+63E3
2526	插	U+63D2
2526_0_1	揷	U+63F7
2527	揪	U+63EA
2527_0_1	揫	U+63EB
2528	搜	U+641C
2528_0_1	蒐	U+8490
2529	煮	U+716E
2529_0_1	煑	U+7151
2530	援	U+63F4
2531	搀	U+6400
2531_1	攙	U+6519
2532	裁	U+88C1
2533	搁	U+6401
2533_1	擱	U+64F1
2534	搓	U+6413
2535	搂	U+6402
2535_1	摟	U+645F
2536	搅	U+6405
2536_1	攪	U+652A
2537	壹	U+58F9
2538	握	U+63E1
2539	搔	U+6414
2540	揉	U+63C9
2541	斯	U+65AF
2542	期	U+671F
2542_0_1	朞	U+671E
2543	欺	U+6B3A
2544	联	U+8054
2544_1	聯	U+806F
2545	葫	U+846B
2546	散	U+6563
2546_0_1	㪚	U+3A9A
2547	惹	U+60F9
2548	葬	U+846C
2548_0_1	塟	U+585F
2548_0_2	𦵏	U+26D4F
2549	募	U+52DF
2550	葛	U+845B
2551	董	U+8463
2552	葡	U+8461
2553	敬	U+656C
2554	葱	U+8471
2554_0_1	蔥	U+8525
2555	蒋	U+848B
2555_1	蔣	U+8523
2556	蒂	U+8482
2556_0_1	蔕	U+8515
2557	落	U+843D
2558	韩	U+97E9
2558_1	韓	U+97D3
2559	朝	U+671D
2560	辜	U+8F9C
2561	葵	U+8475
2562	棒	U+68D2
2563	棱	U+68F1
2563_0_1	稜	U+7A1C
2564	棋	U+68CB
2564_0_1	棊	U+68CA
2564_0_2	碁	U+7881
2565	椰	U+6930
2566	植	U+690D
2567	森	U+68EE
2568	焚	U+711A
2569	椅	U+6905
2570	椒	U+6912
2571	棵	U+68F5
2572	棍	U+68CD
2573	椎	U+690E
2574	棉	U+68C9
2575	棚	U+68DA
2576	棕	U+68D5
2576_0_1	椶	U+6936
2577	棺	U+68FA
2578	榔	U+6994
2579	椭	U+692D
2579_1	橢	U+6A62
2580	惠	U+60E0
2581	惑	U+60D1
2582	逼	U+903C
2582_0_1	偪	U+506A
2583	粟	U+7C9F
2584	棘	U+68D8
2585	酣	U+9163
2586	酥	U+9165
2587	厨	U+53A8
2587_0_1	㕑	U+3551
2587_0_2	廚	U+5EDA
2588	厦	U+53A6
2588_0_1	廈	U+5EC8
2589	硬	U+786C
2590	硝	U+785D
2591	确	U+786E
2591_1	確	U+78BA
2592	硫	U+786B
2593	雁	U+96C1
2593_0_1	鴈	U+9D08
2594	殖	U+6B96
2595	裂	U+88C2
2596	雄	U+96C4
2597	颊	U+988A
2597_1	頰	U+9830
2598	雳	U+96F3
2598_1	靂	U+9742
2599	暂	U+6682
2599_1	暫	U+66AB
2599_1_1	蹔	U+8E54
2600	雅	U+96C5
2601	翘	U+7FD8
2601_1	翹	U+7FF9
2602	辈	U+8F88
2602_1	輩	U+8F29
2603	悲	U+60B2
2604	紫	U+7D2B
2605	凿	U+51FF
2605_1	鑿	U+947F
2606	辉	U+8F89
2606_1	輝	U+8F1D
2606_1_1	煇	U+7147
2607	敞	U+655E
2608	棠	U+68E0
2609	赏	U+8D4F
2609_1	賞	U+8CDE
2610	掌	U+638C
2611	晴	U+6674
2612	睐	U+7750
2612_1	睞	U+775E
2613	暑	U+6691
2614	最	U+6700
2614_0_1	冣	U+51A3
2614_0_2	㝡	U+3761
2615	晰	U+6670
2615_0_1	晳	U+6673
2616	量	U+91CF
2617	鼎	U+9F0E
2618	喷	U+55B7
2618_1	噴	U+5674
2619	喳	U+55B3
2620	晶	U+6676
2621	喇	U+5587
2622	遇	U+9047
2623	喊	U+558A
2624	遏	U+904F
2625	晾	U+667E
2626	景	U+666F
2627	畴	U+7574
2627_1	疇	U+7587
2628	践	U+8DF5
2628_1	踐	U+8E10
2629	跋	U+8DCB
2630	跌	U+8DCC
2631	跑	U+8DD1
2632	跛	U+8DDB
2633	遗	U+9057
2633_1	遺	U+907A
2634	蛙	U+86D9
2634_0_1	鼃	U+9F03
2635	蛛	U+86DB
2636	蜓	U+8713
2637	蜒	U+8712
2638	蛤	U+86E4
2639	喝	U+559D
2640	鹃	U+9E43
2640_1	鵑	U+9D51
2641	喂	U+5582
2641_0_1	餧	U+9927
2641_0_2	餵	U+9935
2642	喘	U+5598
2643	喉	U+5589
2644	喻	U+55BB
2645	啼	U+557C
2645_0_1	嗁	U+55C1
2646	喧	U+55A7
2646_0_1	諠	U+8AE0
2647	嵌	U+5D4C
2648	幅	U+5E45
2649	帽	U+5E3D
2649_0_1	㡌	U+384C
2650	赋	U+8D4B
2650_1	賦	U+8CE6
2651	赌	U+8D4C
2651_1	賭	U+8CED
2652	赎	U+8D4E
2652_1	贖	U+8D16
2653	赐	U+8D50
2653_1	賜	U+8CDC
2654	赔	U+8D54
2654_1	賠	U+8CE0
2655	黑	U+9ED1
2656	铸	U+94F8
2656_1	鑄	U+9444
2657	铺	U+94FA
2657_1	鋪	U+92EA
2657_1_1	舖	U+8216
2658	链	U+94FE
2658_1	鏈	U+93C8
2659	销	U+9500
2659_1	銷	U+92B7
2660	锁	U+9501
2660_1	鎖	U+9396
2660_1_1	鎻	U+93BB
2661	锄	U+9504
2661_1	鋤	U+92E4
2661_1_1	鉏	U+924F
2661_1_2	耡	U+8021
2662	锅	U+9505
2662_1	鍋	U+934B
2663	锈	U+9508
2663_1	銹	U+92B9
2663_1_1	鏽	U+93FD
2664	锋	U+950B
2664_1	鋒	U+92D2
2665	锌	U+950C
2665_1	鋅	U+92C5
2666	锐	U+9510
2666_1	鋭	U+92ED
2667	甥	U+7525
2668	掰	U+63B0
2669	短	U+77ED
2670	智	U+667A
2671	氮	U+6C2E
2672	毯	U+6BEF
2673	氯	U+6C2F
2674	鹅	U+9E45
2674_1	鵝	U+9D5D
2674_1_1	鵞	U+9D5E
2674_1_2	䳘	U+4CD8
2675	剩	U+5269
2675_0_1	賸	U+8CF8
2676	稍	U+7A0D
2677	程	U+7A0B
2678	稀	U+7A00
2679	税	U+7A0E
2680	筐	U+7B50
2681	等	U+7B49
2682	筑	U+7B51
2682_0	筑	U+7B51
2682_1	築	U+7BC9
2683	策	U+7B56
2683_0_1	筴	U+7B74
2683_0_2	筞	U+7B5E
2684	筛	U+7B5B
2684_1	篩	U+7BE9
2685	筒	U+7B52
2685_0_1	筩	U+7B69
2686	筏	U+7B4F
2686_0_1	栰	U+6830
2687	答	U+7B54
2688	筋	U+7B4B
2689	筝	U+7B5D
2690	傲	U+50B2
2691	傅	U+5085
2692	牌	U+724C
2693	堡	U+5821
2694	集	U+96C6
2695	焦	U+7126
2696	傍	U+508D
2697	储	U+50A8
2697_1	儲	U+5132
2698	皓	U+7693
2698_0_1	暠	U+66A0
2698_0_2	皜	U+769C
2699	皖	U+7696
2700	粤	U+7CA4
2701	奥	U+5965
2702	街	U+8857
2703	惩	U+60E9
2703_1	懲	U+61F2
2704	御	U+5FA1
2704_0	御	U+5FA1
2704_1	禦	U+79A6
2705	循	U+5FAA
2706	艇	U+8247
2707	舒	U+8212
2708	逾	U+903E
2708_0_1	踰	U+8E30
2709	番	U+756A
2710	释	U+91CA
2710_1	釋	U+91CB
2711	禽	U+79BD
2712	腊	U+814A
2712_1	臘	U+81D8
2712_1_1	臈	U+81C8
2713	脾	U+813E
2714	腋	U+814B
2715	腔	U+8154
2716	腕	U+8155
2717	鲁	U+9C81
2717_1	魯	U+9B6F
2718	猩	U+7329
2719	猬	U+732C
2719_0_1	蝟	U+875F
2720	猾	U+733E
2721	猴	U+7334
2722	惫	U+60EB
2722_1	憊	U+618A
2723	然	U+7136
2724	馈	U+9988
2724_1	饋	U+994B
2724_1_1	餽	U+993D
2725	馋	U+998B
2725_1	饞	U+995E
2726	装	U+88C5
2726_1	裝	U+88DD
2727	蛮	U+86EE
2727_1	蠻	U+883B
2728	就	U+5C31
2729	敦	U+6566
2729_0_1	㪟	U+3A9F
2730	斌	U+658C
2731	痘	U+75D8
2732	痢	U+75E2
2733	痪	U+75EA
2734	痛	U+75DB
2735	童	U+7AE5
2736	竣	U+7AE3
2737	阔	U+9614
2737_1	闊	U+95CA
2737_1_1	濶	U+6FF6
2738	善	U+5584
2739	翔	U+7FD4
2740	羡	U+7FA1
2741	普	U+666E
2742	粪	U+7CAA
2742_1	糞	U+7CDE
2743	尊	U+5C0A
2744	奠	U+5960
2745	道	U+9053
2746	遂	U+9042
2747	曾	U+66FE
2748	焰	U+7130
2748_0_1	燄	U+71C4
2749	港	U+6E2F
2750	滞	U+6EDE
2750_1	滯	U+6EEF
2751	湖	U+6E56
2752	湘	U+6E58
2753	渣	U+6E23
2754	渤	U+6E24
2755	渺	U+6E3A
2755_0_1	淼	U+6DFC
2755_0_2	𣺌	U+23E8C
2756	湿	U+6E7F
2756_1	濕	U+6FD5
2756_1_1	溼	U+6EBC
2757	温	U+6E29
2758	渴	U+6E34
2759	溃	U+6E83
2759_1	潰	U+6F70
2760	溅	U+6E85
2760_1	濺	U+6FFA
2761	滑	U+6ED1
2762	湃	U+6E43
2763	渝	U+6E1D
2764	湾	U+6E7E
2764_1	灣	U+7063
2765	渡	U+6E21
2766	游	U+6E38
2766_0_1	遊	U+904A
2767	滋	U+6ECB
2768	渲	U+6E32
2769	溉	U+6E89
2770	愤	U+6124
2770_1	憤	U+61A4
2771	慌	U+614C
2772	惰	U+60F0
2773	愕	U+6115
2774	愣	U+6123
2775	惶	U+60F6
2776	愧	U+6127
2776_0_1	媿	U+5ABF
2777	愉	U+6109
2778	慨	U+6168
2778_0_1	嘅	U+5605
2779	割	U+5272
2780	寒	U+5BD2
2781	富	U+5BCC
2782	寓	U+5BD3
2782_0_1	庽	U+5EBD
2783	窜	U+7A9C
2783_1	竄	U+7AC4
2784	窝	U+7A9D
2784_1	窩	U+7AA9
2785	窖	U+7A96
2786	窗	U+7A97
2786_0_1	窓	U+7A93
2786_0_2	𥦗	U+25997
2786_0_3	牎	U+724E
2786_0_4	牕	U+7255
2786_0_5	窻	U+7ABB
2787	窘	U+7A98
2788	遍	U+904D
2788_0_1	徧	U+5FA7
2789	雇	U+96C7
2789_0_1	僱	U+50F1
2790	裕	U+88D5
2791	裤	U+88E4
2791_1	褲	U+8932
2791_1_1	袴	U+88B4
2792	裙	U+88D9
2792_0_1	帬	U+5E2C
2792_0_2	裠	U+88E0
2793	禅	U+7985
2793_1	禪	U+79AA
2794	禄	U+7984
2795	谢	U+8C22
2795_1	謝	U+8B1D
2796	谣	U+8C23
2796_1	謡	U+8B21
2797	谤	U+8C24
2797_1	謗	U+8B17
2798	谦	U+8C26
2798_1	謙	U+8B19
2799	犀	U+7280
2800	属	U+5C5E
2800_1	屬	U+5C6C
2801	屡	U+5C61
2801_1	屢	U+5C62
2802	强	U+5F3A
2802_0_1	強	U+5F37
2802_0_2	彊	U+5F4A
2803	粥	U+7CA5
2804	疏	U+758F
2804_0_1	疎	U+758E
2805	隔	U+9694
2806	隙	U+9699
2807	隘	U+9698
2808	媒	U+5A92
2809	絮	U+7D6E
2810	嫂	U+5AC2
2811	媚	U+5A9A
2812	婿	U+5A7F
2812_0_1	壻	U+58FB
2813	登	U+767B
2814	缅	U+7F05
2814_1	緬	U+7DEC
2815	缆	U+7F06
2815_1	纜	U+7E9C
2816	缉	U+7F09
2816_1	緝	U+7DDD
2817	缎	U+7F0E
2817_1	緞	U+7DDE
2818	缓	U+7F13
2818_1	緩	U+7DE9
2819	缔	U+7F14
2819_1	締	U+7DE0
2820	缕	U+7F15
2820_1	縷	U+7E37
2821	骗	U+9A97
2821_1	騙	U+9A19
2822	编	U+7F16
2822_1	編	U+7DE8
2823	骚	U+9A9A
2823_1	騷	U+9A37
2824	缘	U+7F18
2824_1	緣	U+7DE3
2825	瑟	U+745F
2826	鹉	U+9E49
2826_1	鵡	U+9D61
2827	瑞	U+745E
2828	瑰	U+7470
2828_0_1	瓌	U+74CC
2829	瑙	U+7459
2830	魂	U+9B42
2830_0_1	䰟	U+4C1F
2831	肆	U+8086
2832	摄	U+6444
2832_1	攝	U+651D
2833	摸	U+6478
2834	填	U+586B
2835	搏	U+640F
2836	塌	U+584C
2837	鼓	U+9F13
2837_0_1	皷	U+76B7
2838	摆	U+6446
2838_1	擺	U+64FA
2838_2	襬	U+896C
2839	携	U+643A
2839_0_1	擕	U+64D5
2839_0_2	㩗	U+3A57
2839_0_3	㩦	U+3A66
2839_0_4	攜	U+651C
2840	搬	U+642C
2841	摇	U+6447
2842	搞	U+641E
2843	塘	U+5858
2844	摊	U+644A
2844_1	攤	U+6524
2845	聘	U+8058
2846	斟	U+659F
2847	蒜	U+849C
2848	勤	U+52E4
2848_0_1	懃	U+61C3
2849	靴	U+9774
2849_0_1	鞾	U+97BE
2850	靶	U+9776
2851	鹊	U+9E4A
2851_1	鵲	U+9D72
2852	蓝	U+84DD
2852_1	藍	U+85CD
2853	墓	U+5893
2854	幕	U+5E55
2854_0_1	幙	U+5E59
2855	蓬	U+84EC
2856	蓄	U+84C4
2857	蒲	U+84B2
2858	蓉	U+84C9
2859	蒙	U+8499
2859_0	蒙	U+8499
2859_1	濛	U+6FDB
2859_2	懞	U+61DE
2859_3	矇	U+77C7
2860	蒸	U+84B8
2861	献	U+732E
2861_1	獻	U+737B
2862	椿	U+693F
2863	禁	U+7981
2864	楚	U+695A
2865	楷	U+6977
2866	榄	U+6984
2866_1	欖	U+6B16
2867	想	U+60F3
2868	槐	U+69D0
2869	榆	U+6986
2870	楼	U+697C
2870_1	樓	U+6A13
2871	概	U+6982
2871_0_1	㮣	U+3BA3
2872	赖	U+8D56
2872_1	賴	U+8CF4
2872_1_1	頼	U+983C
2873	酪	U+916A
2874	酬	U+916C
2874_0_1	酧	U+9167
2874_0_2	詶	U+8A76
2874_0_3	醻	U+91BB
2875	感	U+611F
2876	碍	U+788D
2876_1	礙	U+7919
2877	碘	U+7898
2878	碑	U+7891
2879	碎	U+788E
2880	碰	U+78B0
2880_0_1	掽	U+63BD
2880_0_2	踫	U+8E2B
2881	碗	U+7897
2881_0_1	㼝	U+3F1D
2881_0_2	盌	U+76CC
2881_0_3	椀	U+6900
2882	碌	U+788C
2882_0_1	磟	U+78DF
2883	尴	U+5C34
2883_1	尷	U+5C37
2884	雷	U+96F7
2885	零	U+96F6
2886	雾	U+96FE
2886_1	霧	U+9727
2887	雹	U+96F9
2888	辐	U+8F90
2888_1	輻	U+8F3B
2889	辑	U+8F91
2889_1	輯	U+8F2F
2890	输	U+8F93
2890_1	輸	U+8F38
2891	督	U+7763
2892	频	U+9891
2892_1	頻	U+983B
2893	龄	U+9F84
2893_1	齡	U+9F61
2894	鉴	U+9274
2894_1	鑒	U+9452
2894_1_1	鍳	U+9373
2894_1_2	鑑	U+9451
2895	睛	U+775B
2896	睹	U+7779
2896_0_1	覩	U+89A9
2897	睦	U+7766
2898	瞄	U+7784
2899	睫	U+776B
2900	睡	U+7761
2901	睬	U+776C
2901_0_1	倸	U+5038
2902	嗜	U+55DC
2903	鄙	U+9119
2904	嗦	U+55E6
2905	愚	U+611A
2906	暖	U+6696
2906_0_1	㬉	U+3B09
2906_0_2	煗	U+7157
2906_0_3	煖	U+7156
2907	盟	U+76DF
2908	歇	U+6B47
2909	暗	U+6697
2909_0_1	晻	U+667B
2909_0_2	闇	U+95C7
2910	暇	U+6687
2911	照	U+7167
2911_0_1	炤	U+70A4
2912	畸	U+7578
2913	跨	U+8DE8
2914	跷	U+8DF7
2914_1	蹺	U+8E7A
2914_1_1	蹻	U+8E7B
2915	跳	U+8DF3
2916	跺	U+8DFA
2916_0_1	跥	U+8DE5
2917	跪	U+8DEA
2918	路	U+8DEF
2919	跤	U+8DE4
2920	跟	U+8DDF
2921	遣	U+9063
2922	蜈	U+8708
2923	蜗	U+8717
2923_1	蝸	U+8778
2924	蛾	U+86FE
2925	蜂	U+8702
2925_0_1	䗬	U+45EC
2925_0_2	蠭	U+882D
2926	蜕	U+8715
2927	嗅	U+55C5
2928	嗡	U+55E1
2929	嗓	U+55D3
2930	署	U+7F72
2931	置	U+7F6E
2931_0_1	寘	U+5BD8
2932	罪	U+7F6A
2932_0_1	辠	U+8FA0
2933	罩	U+7F69
2934	蜀	U+8700
2935	幌	U+5E4C
2936	错	U+9519
2936_1	錯	U+932F
2937	锚	U+951A
2937_1	錨	U+9328
2938	锡	U+9521
2938_1	錫	U+932B
2939	锣	U+9523
2939_1	鑼	U+947C
2940	锤	U+9524
2940_1	錘	U+9318
2940_1_1	鎚	U+939A
2941	锥	U+9525
2941_1	錐	U+9310
2942	锦	U+9526
2942_1	錦	U+9326
2943	键	U+952E
2943_1	鍵	U+9375
2944	锯	U+952F
2944_1	鋸	U+92F8
2945	锰	U+9530
2945_1	錳	U+9333
2946	矮	U+77EE
2947	辞	U+8F9E
2947_1	辭	U+8FAD
2947_1_1	辤	U+8FA4
2948	稚	U+7A1A
2948_0_1	稺	U+7A3A
2948_0_2	穉	U+7A49
2949	稠	U+7A20
2950	颓	U+9893
2950_1	頽	U+983D
2950_1_1	穨	U+7A68
2951	愁	U+6101
2952	筹	U+7B79
2952_1	籌	U+7C4C
2953	签	U+7B7E
2953_1	簽	U+7C3D
2953_2	籤	U+7C64
2954	简	U+7B80
2954_1	簡	U+7C21
2955	筷	U+7B77
2956	毁	U+6BC1
2956_0_1	燬	U+71EC
2956_0_2	譭	U+8B6D
2957	舅	U+8205
2958	鼠	U+9F20
2959	催	U+50AC
2960	傻	U+50BB
2961	像	U+50CF
2962	躲	U+8EB2
2963	魁	U+9B41
2964	衙	U+8859
2965	微	U+5FAE
2966	愈	U+6108
2966_0_1	瘉	U+7609
2966_0_2	癒	U+7652
2967	遥	U+9065
2968	腻	U+817B
2968_1	膩	U+81A9
2969	腰	U+8170
2970	腥	U+8165
2971	腮	U+816E
2971_0_1	顋	U+984B
2972	腹	U+8179
2973	腺	U+817A
2974	鹏	U+9E4F
2974_1	鵬	U+9D6C
2975	腾	U+817E
2975_1	騰	U+9A30
2976	腿	U+817F
2976_0_1	骽	U+9ABD
2977	鲍	U+9C8D
2977_1	鮑	U+9B91
2978	猿	U+733F
2978_0_1	猨	U+7328
2978_0_2	蝯	U+876F
2979	颖	U+9896
2979_1	穎	U+7A4E
2979_1_1	頴	U+9834
2980	触	U+89E6
2980_1	觸	U+89F8
2981	解	U+89E3
2982	煞	U+715E
2983	雏	U+96CF
2983_1	雛	U+96DB
2984	馍	U+998D
2984_1	饃	U+9943
2984_1_1	饝	U+995D
2985	馏	U+998F
2985_1	餾	U+993E
2986	酱	U+9171
2986_1	醬	U+91AC
2987	禀	U+7980
2987_0_1	稟	U+7A1F
2988	痹	U+75F9
2988_0_1	痺	U+75FA
2989	廓	U+5ED3
2990	痴	U+75F4
2990_0_1	癡	U+7661
2991	痰	U+75F0
2992	廉	U+5EC9
2992_0_1	亷	U+4EB7
2992_0_2	㢘	U+3898
2993	靖	U+9756
2994	新	U+65B0
2995	韵	U+97F5
2995_0_1	韻	U+97FB
2996	意	U+610F
2997	誊	U+8A8A
2997_1	謄	U+8B04
2998	粮	U+7CAE
2998_1	糧	U+7CE7
2999	数	U+6570
2999_1	數	U+6578
3000	煎	U+714E
3001	塑	U+5851
3002	慈	U+6148
3003	煤	U+7164
3004	煌	U+714C
3005	满	U+6EE1
3005_1	滿	U+6EFF
3006	漠	U+6F20
3007	滇	U+6EC7
3008	源	U+6E90
3009	滤	U+6EE4
3009_1	濾	U+6FFE
3010	滥	U+6EE5
3010_1	濫	U+6FEB
3011	滔	U+6ED4
3012	溪	U+6EAA
3012_0_1	谿	U+8C3F
3013	溜	U+6E9C
3014	漓	U+6F13
3014_0	漓	U+6F13
3014_1	灕	U+7055
3015	滚	U+6EDA
3016	溢	U+6EA2
3017	溯	U+6EAF
3017_0_1	泝	U+6CDD
3017_0_2	遡	U+9061
3018	滨	U+6EE8
3018_1	濱	U+6FF1
3019	溶	U+6EB6
3020	溺	U+6EBA
3021	粱	U+7CB1
3022	滩	U+6EE9
3022_1	灘	U+7058
3023	慎	U+614E
3023_0_1	昚	U+661A
3024	誉	U+8A89
3024_1	譽	U+8B7D
3025	塞	U+585E
3026	寞	U+5BDE
3027	窥	U+7AA5
3027_1	窺	U+7ABA
3027_1_1	闚	U+95DA
3028	窟	U+7A9F
3029	寝	U+5BDD
3029_1	寢	U+5BE2
3029_1_1	寑	U+5BD1
3030	谨	U+8C28
3030_1	謹	U+8B39
3031	褂	U+8902
3032	裸	U+88F8
3032_0_1	躶	U+8EB6
3032_0_2	臝	U+81DD
3033	福	U+798F
3034	谬	U+8C2C
3034_1	謬	U+8B2C
3035	群	U+7FA4
3035_0_1	羣	U+7FA3
3036	殿	U+6BBF
3037	辟	U+8F9F
3037_0	辟	U+8F9F
3037_1	闢	U+95E2
3038	障	U+969C
3039	媳	U+5AB3
3040	嫉	U+5AC9
3041	嫌	U+5ACC
3042	嫁	U+5AC1
3043	叠	U+53E0
3043_0_1	㬪	U+3B2A
3043_0_2	曡	U+66E1
3043_0_3	疊	U+758A
3044	缚	U+7F1A
3044_1	縛	U+7E1B
3045	缝	U+7F1D
3045_1	縫	U+7E2B
3046	缠	U+7F20
3046_1	纏	U+7E8F
3047	缤	U+7F24
3047_1	繽	U+7E7D
3048	剿	U+527F
3048_0_1	𠞰	U+207B0
3048_0_2	勦	U+52E6
3049	静	U+9759
3050	碧	U+78A7
3051	璃	U+7483
3051_0_1	琍	U+740D
3051_0_2	瓈	U+74C8
3052	赘	U+8D58
3052_1	贅	U+8D05
3053	熬	U+71AC
3054	墙	U+5899
3054_1	墻	U+58BB
3054_1_1	牆	U+7246
3055	墟	U+589F
3056	嘉	U+5609
3057	摧	U+6467
3058	赫	U+8D6B
3059	截	U+622A
3060	誓	U+8A93
3061	境	U+5883
3062	摘	U+6458
3063	摔	U+6454
3064	撇	U+6487
3065	聚	U+805A
3066	慕	U+6155
3067	暮	U+66AE
3068	摹	U+6479
3069	蔓	U+8513
3070	蔑	U+8511
3070_0	蔑	U+8511
3070_1	衊	U+884A
3071	蔡	U+8521
3072	蔗	U+8517
3073	蔽	U+853D
3074	蔼	U+853C
3074_1	藹	U+85F9
3075	熙	U+7199
3075_0_1	𤋮	U+242EE
